,Alloy composition,,,,,,,,,,,,,,Heat Treatment,,,,,,Microstructure and Phases,,Allot Discription ,,
Alloy ,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),Quenching,HPR,Microstructure,Phases,"The alloy Al0.5NbTaTiV , is having 5 elemental composition and without heat treatment it is showing BCC microstructure and BCC_SS Phases",,References
CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,,,1200,1200,,,BCC + Im,Im,,,10.1007/s11661-018-4472-z
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.msea.2019.03.057
CoCrFeMnNiNbC,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0,0,0,0,1200,1440,,,,,FCC,FCC_SS,,,10.1016/j.msea.2019.03.057
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.msea.2019.03.057
CoCrFeMnNiNbC,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0,0,0,0,1200,1440,,,,,FCC,FCC_SS,,,10.1016/j.msea.2019.03.057
CoCrFeNiNb0.25,0,0.235294118,0.235294118,0.235294118,0.235294118,0,0,0,0,0.058823529,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2016.01.153
CoCrFeNiNb0.25,0,0.235294118,0.235294118,0.235294118,0.235294118,0,0,0,0,0.058823529,0,0,0,0,,,750,10080,AQ,,FCC + Im,Im,,,10.1016/j.jallcom.2016.01.153
CoCrCuFeNi,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.intermet.2006.08.005
CoCrMoNbTi,0,0.2,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,,,,,,Ti0,BCC + Im,Im,,,10.1007/s11665-017-2799-z
CoCrMoNbTi0.2,0,0.238095238,0.238095238,0,0,0,0,0.047619048,0,0.238095238,0.238095238,0,0,0,,,,,,Ti0.2,BCC + Im,Im,,,10.1007/s11665-017-2799-z
CoCrMoNbTi0.4,0,0.227272727,0.227272727,0,0,0,0,0.090909091,0,0.227272727,0.227272727,0,0,0,,,,,,Ti0.4,BCC,BCC_SS,,,10.1007/s11665-017-2799-z
CoCrMoNbTi0.5,0,0.222222222,0.222222222,0,0,0,0,0.111111111,0,0.222222222,0.222222222,0,0,0,,,,,,Ti0.5,BCC + Im,Im,,,10.1007/s11665-017-2799-z
CoCrMoNbTi1.0,0,0.2,0.2,0,0,0,0,0.2,0,0.2,0.2,0,0,0,,,,,,Ti1.0,BCC + Im,Im,,,10.1007/s11665-017-2799-z
AlCoCrFeNiC1.5,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0,0,0,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2010.10.047
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.intermet.2016.06.001
Fe36Ni18Mn33Al13Ti2,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.intermet.2016.06.001
Fe36Ni18Mn33Al13Ti2,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,,,550,1440,AQ,,FCC + Im,Im,,,10.1016/j.intermet.2016.06.001
Fe36Ni18Mn33Al13Ti4,0.125,0,0,0.346153846,0.173076923,0,0.317307692,0.038461538,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.intermet.2016.06.001
Fe36Ni18Mn33Al13Ti4,0.125,0,0,0.346153846,0.173076923,0,0.317307692,0.038461538,0,0,0,0,0,0,,,550,1440,AQ,,FCC + Im,Im,,,10.1016/j.intermet.2016.06.001
Fe36Ni18Mn33Al13Ti4,0.125,0,0,0.346153846,0.173076923,0,0.317307692,0.038461538,0,0,0,0,0,0,,,900,1200,AQ,,FCC + Im,Im,,,10.1016/j.intermet.2016.06.001
Fe36Ni18Mn33Al13Ti6,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.intermet.2016.06.001
Fe36Ni18Mn33Al13Ti6,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.intermet.2016.06.001
Fe36Ni18Mn33Al13Ti2,0.12745098,0,0,0.352941176,0.176470588,0,0.323529412,0.019607843,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.intermet.2016.06.001
Fe30Ni20Mn35Al15,0.15,0,0,0.3,0.2,0,0.35,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe33Ni19Mn34Al14,0.14,0,0,0.33,0.19,0,0.34,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe29Ni19Mn38Al14,0.14,0,0,0.29,0.19,0,0.38,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe31Ni18Mn38Al13,0.13,0,0,0.31,0.18,0,0.38,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe33Ni17Mn38Al12,0.12,0,0,0.33,0.17,0,0.38,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe34Ni16Mn39Al11,0.11,0,0,0.34,0.16,0,0.39,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1007/s10853-013-7884-6
Al0.3CrFe1.5MnNi,0.0625,0,0.208333333,0.3125,0.208333333,0,0.208333333,0,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1007/s12598-014-0224-4
Al0.3CrFe1.5MnNi0.5Ti0.2,0.066666667,0,0.222222222,0.333333333,0.111111111,0,0.222222222,0.044444444,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1007/s12598-014-0224-4
Al0.3CrFe1.5MnNi0.5Si0.2,0.066666667,0,0.222222222,0.333333333,0.111111111,0,0.222222222,0,0,0,0,0,0,0,,,,,,,BCC + Im,Im,,,10.1007/s12598-014-0224-4
Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,,,25,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,,,500,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,,,700,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
Al25Ti25Ni25Cu25,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,,,900,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
Al22.5Ti22.5Ni20Cu20Fe15,0.225,0,0,0.15,0.2,0.2,0,0.225,0,0,0,0,0,0,,,25,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
Al22.5Ti22.5Ni20Cu20Fe15,0.225,0,0,0.15,0.2,0.2,0,0.225,0,0,0,0,0,0,,,500,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
Al22.5Ti22.5Ni20Cu20Fe15,0.225,0,0,0.15,0.2,0.2,0,0.225,0,0,0,0,0,0,,,700,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
Al22.5Ti22.5Ni20Cu20Fe15,0.225,0,0,0.15,0.2,0.2,0,0.225,0,0,0,0,0,0,,,900,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
AlTiNiCuFe,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,,,25,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
AlTiNiCuFe,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,,,500,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
AlTiNiCuFe,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,,,700,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
AlTiNiCuFe,0.2,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,,,900,30,,,FCC,FCC_SS,,,10.1016/j.apsusc.2015.07.207
Al0.5CoCrFeNiTi0.5,0.1,0.2,0.2,0.2,0.2,0,0,0.1,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.jallcom.2018.01.247
Al0.8CoCrFeNiTi0.2,0.16,0.2,0.2,0.2,0.2,0,0,0.04,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.jallcom.2018.01.247
AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.01.247
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.1007/s11661-018-4646-8
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,1400,800,240,20 K/min,,BCC,BCC_SS,,,10.1007/s11661-018-4646-8
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,1400,800,960,20 K/min,,BCC,BCC_SS,,,10.1007/s11661-018-4646-8
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,1400,800,3840,20 K/min,,BCC,BCC_SS,,,10.1007/s11661-018-4646-8
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,1400,800,15360,20 K/min,,BCC,BCC_SS,,,10.1007/s11661-018-4646-8
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,1400,1100,30,20 K/min,,BCC,BCC_SS,,,10.1007/s11661-018-4646-8
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,1400,1100,60,20 K/min,,BCC,BCC_SS,,,10.1007/s11661-018-4646-8
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1200,1400,1100,120,20 K/min,,BCC,BCC_SS,,,10.1007/s11661-018-4646-8
CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,1000,1440,,,,,FCC,FCC_SS,,,10.1016/j.jallcom.2016.09.208
CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,1000,1440,700,30,,,FCC,FCC_SS,,,10.1016/j.jallcom.2016.09.208
CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,1000,1440,800,30,,,FCC,FCC_SS,,,10.1016/j.jallcom.2016.09.208
CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,1000,1440,900,30,,,FCC,FCC_SS,,,10.1016/j.jallcom.2016.09.208
CoCrFeNiMnC0.01,0,0.199600798,0.199600798,0.199600798,0.199600798,0,0.199600798,0,0,0,0,0,0,0,1000,1440,1100,30,,,FCC,FCC_SS,,,10.1016/j.jallcom.2016.09.208
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,1150,60,,,WQ,,FCC,FCC_SS,,,10.1016/j.matdes.2017.02.072
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,1150,2,,,WQ,,FCC,FCC_SS,,,10.1016/j.matdes.2017.02.072
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,1150,2,620,3000,WQ,,FCC + Im,Im,,,10.1016/j.matdes.2017.02.072
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.jallcom.2008.12.088
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,,,700,4320,WQ,,FCC + Im,Im,,,10.1016/j.jallcom.2008.12.088
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,,,900,4320,WQ,,FCC + Im,Im,,,10.1016/j.jallcom.2008.12.088
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,800,60,,,FCC,FCC_SS,,,10.1038/ncomms10602
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1200,1440,800,60,,,FCC,FCC_SS,,,10.1038/ncomms10602
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
CoCrFeNi,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1000,1441,1000,900,,,FCC,FCC_SS,,,10.1016/j.intermet.2013.03.018
Fe40Mn27Ni26Co5Cr2,0,0.05,0.02,0.4,0.26,0,0.27,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.scriptamat.2013.09.030
Fe40Mn27Ni26Co5Cr2,0,0.05,0.02,0.4,0.26,0,0.27,0,0,0,0,0,0,0,1200,120,,,WQ,,FCC,FCC_SS,,,10.1016/j.scriptamat.2013.09.030
Fe40Mn27Ni26Co5Cr2,0,0.05,0.02,0.4,0.26,0,0.27,0,0,0,0,0,0,0,1200,120,900,10,WQ,,FCC,FCC_SS,,,10.1016/j.scriptamat.2013.09.030
Fe50Mn30Co10Cr10,0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,1200,120,900,3,WQ,,FCC + Im,Im,,,10.1038/nature17981
Fe50Mn30Co10Cr10,0,0.1,0.1,0.5,0,0,0.3,0,0,0,0,0,0,0,1200,120,900,3,WQ,CW,FCC + Im,Im,,,10.1038/nature17981
Fe40Mn27Ni26Co5Cr2,0,0.05,0.02,0.4,0.26,0,0.27,0,0,0,0,0,0,0,1200,120,,,,,FCC,FCC_SS,,,10.1007/s11837-014-1133-6
Fe40Mn27Ni26Co5Cr2,0,0.05,0.02,0.4,0.26,0,0.27,0,0,0,0,0,0,0,1200,120,1200,120,WQ,CR,FCC,FCC_SS,,,10.1007/s11837-014-1133-6
Fe40Mn40Co10Cr10,0,0.1,0.1,0.4,0,0,0.4,0,0,0,0,0,0,0,1200,120,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2015.04.014
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1200,120,,,WQ,,FCC,FCC_SS,,,10.1016/j.actamat.2017.07.023
Co20Cr20Fe34Mn20Ni6,0,0.2,0.2,0.34,0.06,0,0.2,0,0,0,0,0,0,0,1200,120,,,WQ,,FCC + Im,Im,,,10.1016/j.actamat.2017.07.023
Co20Cr20Fe40Mn20,0,0.125,0.125,0.5,0,0,0.25,0,0,0,0,0,0,0,1200,120,,,WQ,,FCC + Im,Im,,,10.1016/j.actamat.2017.07.023
CrNbTiZr,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0.25,0,0,1200,120,1200,1400,,,BCC + Im,Im,,,10.1016/j.actamat.2012.11.032
AlNbTiV,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
AlNbTiV,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
AlCrNbTiV,0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
AlCrNbTiV,0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
AlCrNbTiV,0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
AlCrNbTiV,0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
Al18Cr28Nb18Ti18V18,0.18,0.28,0,0,0,0,0,0.18,0.18,0.18,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
Al18Cr28Nb18Ti18V18,0.18,0.28,0,0,0,0,0,0.18,0.18,0.18,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
Al18Cr28Nb18Ti18V18,0.18,0.28,0,0,0,0,0,0.18,0.18,0.18,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
Al18Cr28Nb18Ti18V18,0.18,0.28,0,0,0,0,0,0.18,0.18,0.18,0,0,0,0,1200,1440,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.08.224
Al8Co17Cr17Cu8Fe17Ni33,0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,,,700,300,,,FCC + Im,Im,,,10.1007/s11837-013-0756-3
Al8Co17Cr17Cu8Fe17Ni33,0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,,,700,300,,,FCC + Im,Im,,,10.1007/s11837-013-0756-3
Al8Co17Cr17Cu8Fe17Ni33,0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,,,1150,300,,,FCC + Im,Im,,,10.1007/s11837-013-0756-3
Al8Co17Cr17Cu8Fe17Ni33,0.08,0.17,0.17,0.17,0.33,0.08,0,0,0,0,0,0,0,0,,,1150,300,,,FCC + Im,Im,,,10.1007/s11837-013-0756-3
HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,1000,30,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.03.071
Al3(HfNbTiZr)97,0.03,0,0,0,0,0,0,0.2425,0,0.2425,0,0.2425,0.2425,0,1000,30,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.03.071
Al5(HfNbTiZr)95,0.05,0,0,0,0,0,0,0.2375,0,0.2375,0,0.2375,0.2375,0,1000,30,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.03.071
Al7(HfNbTiZr)93,0.07,0,0,0,0,0,0,0.2325,0,0.2325,0,0.2325,0.2325,0,1000,30,,,,,BCC,BCC_SS,,,10.1016/j.msea.2018.03.071
Al10 (HfNbTiZr)90,0.1,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0.225,0,1000,30,,,,,BCC + Im,Im,,,10.1016/j.msea.2018.03.071
Al12(HfNbTiZr)88,0.12,0,0,0,0,0,0,0.22,0,0.22,0,0.22,0.22,0,1000,30,,,,,BCC + Im,Im,,,10.1016/j.msea.2018.03.071
HfNbTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.25,0,1000,30,600?,6000,WQ,,BCC,BCC_SS,,,10.1016/j.msea.2018.03.071
Al3(HfNbTiZr)97,0.03,0,0,0,0,0,0,0.2425,0,0.2425,0,0.2425,0.2425,0,1000,30,600?,6000,WQ,,BCC,BCC_SS,,,10.1016/j.msea.2018.03.071
Al5(HfNbTiZr)95,0.05,0,0,0,0,0,0,0.2375,0,0.2375,0,0.2375,0.2375,0,1000,30,600?,6000,WQ,,BCC,BCC_SS,,,10.1016/j.msea.2018.03.071
Al7(HfNbTiZr)93,0.07,0,0,0,0,0,0,0.2325,0,0.2325,0,0.2325,0.2325,0,1000,30,600?,6000,WQ,,BCC,BCC_SS,,,10.1016/j.msea.2018.03.071
Al10 (HfNbTiZr)90,0.1,0,0,0,0,0,0,0.225,0,0.225,0,0.225,0.225,0,1000,30,600?,6000,WQ,,BCC + Im,Im,,,10.1016/j.msea.2018.03.071
Al12(HfNbTiZr)88,0.12,0,0,0,0,0,0,0.22,0,0.22,0,0.22,0.22,0,1000,30,600?,6000,WQ,,BCC + Im,Im,,,10.1016/j.msea.2018.03.071
Al0.2CrFeCoNi2Cu0.2,0.037037037,0.185185185,0.185185185,0.185185185,0.37037037,0.037037037,0,0,0,0,0,0,0,0,1200,1440,700,1200,,,FCC + Im,Im,,,10.1016/j.msea.2017.04.111
Al0.2CrFeCoNi2Cu0.2,0.037037037,0.185185185,0.185185185,0.185185185,0.37037037,0.037037037,0,0,0,0,0,0,0,0,1200,1440,800,60,,,FCC,FCC_SS,,,10.1016/j.msea.2017.04.111
Al0.3CuCrFeNi2,0.056603774,0,0.188679245,0.188679245,0.377358491,0.188679245,0,0,0,0,0,0,0,0,1200,30,,,WQ,,FCC,FCC_SS,,,10.1016/j.scriptamat.2016.06.019
Al0.3CuCrFeNi2,0.056603774,0,0.188679245,0.188679245,0.377358491,0.188679245,0,0,0,0,0,0,0,0,1200,30,550,,WQ,,FCC,FCC_SS,,,10.1016/j.scriptamat.2016.06.019
Al0.3CuCrFeNi2,0.056603774,0,0.188679245,0.188679245,0.377358491,0.188679245,0,0,0,0,0,0,0,0,1200,30,700,,WQ,,FCC + Im,Im,,,10.1016/j.scriptamat.2016.06.019
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,900,300,,,FCC + Im,Im,,,10.1007/s11837-015-1484-7
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,900,300,,,FCC + Im,Im,,,10.1007/s11837-015-1484-7
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,900,300,,,FCC + Im,Im,,,10.1007/s11837-015-1484-7
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,900,300,,,FCC + Im,Im,,,10.1007/s11837-015-1484-7
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,900,300,,,FCC + Im,Im,,,10.1007/s11837-015-1484-7
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,900,3000,,,FCC + Im,Im,,,10.1007/s11837-015-1484-7
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,900,3000,,,FCC + Im,Im,,,10.1007/s11837-015-1484-7
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,900,3000,,,FCC + Im,Im,,,10.1007/s11837-015-1484-7
