Alloy,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),Quenching,HPR,Microstructure,Phases,alloy_description,Unnamed: 24,References
Fe36Co21Cr18Ni15Al10,0.1,0.21,0.18,0.36,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Fe36Co21Cr18Ni15Al10 contains 5 elemental compositions: Al (0.1), Co (0.21), Cr (0.18), Fe (0.36), Ni (0.15) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2017.02.211
Fe36Co21Cr18Ni15Al10,0.1,0.21,0.18,0.36,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Fe36Co21Cr18Ni15Al10 contains 5 elemental compositions: Al (0.1), Co (0.21), Cr (0.18), Fe (0.36), Ni (0.15) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2017.02.211
Fe36Co21Cr18Ni15Al10,0.1,0.21,0.18,0.36,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Fe36Co21Cr18Ni15Al10 contains 5 elemental compositions: Al (0.1), Co (0.21), Cr (0.18), Fe (0.36), Ni (0.15) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2017.02.211
Fe36Co21Cr18Ni15Al10,0.1,0.21,0.18,0.36,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Fe36Co21Cr18Ni15Al10 contains 5 elemental compositions: Al (0.1), Co (0.21), Cr (0.18), Fe (0.36), Ni (0.15) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.jallcom.2017.02.211
TiZrNbMo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy TiZrNbMo contains 4 elemental compositions: Ti (0.25), Nb (0.25), Mo (0.25), Zr (0.25) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1007/s11837-012-0366-5
TiZrNbMoV0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.058823529,0.235294118,0.235294118,0.235294118,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy TiZrNbMoV0.25 contains 5 elemental compositions: Ti (0.235294118), V (0.058823529), Nb (0.235294118), Mo (0.235294118), Zr (0.235294118) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1007/s11837-012-0366-5
TiZrNbMoV0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.111111111,0.222222222,0.222222222,0.222222222,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy TiZrNbMoV0.5 contains 5 elemental compositions: Ti (0.222222222), V (0.111111111), Nb (0.222222222), Mo (0.222222222), Zr (0.222222222) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1007/s11837-012-0366-5
TiZrNbMoV0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210526316,0.157894737,0.210526316,0.210526316,0.210526316,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy TiZrNbMoV0.75 contains 5 elemental compositions: Ti (0.210526316), V (0.157894737), Nb (0.210526316), Mo (0.210526316), Zr (0.210526316) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1007/s11837-012-0366-5
TiZrNbMoV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy TiZrNbMoV contains 5 elemental compositions: Ti (0.2), V (0.2), Nb (0.2), Mo (0.2), Zr (0.2) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1007/s11837-012-0366-5
TiZrNbMoV1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.272727273,0.181818182,0.181818182,0.181818182,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy TiZrNbMoV1.5 contains 5 elemental compositions: Ti (0.181818182), V (0.272727273), Nb (0.181818182), Mo (0.181818182), Zr (0.181818182) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1007/s11837-012-0366-5
TiZrNbMoV2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.333333333,0.166666667,0.166666667,0.166666667,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy TiZrNbMoV2 contains 5 elemental compositions: Ti (0.166666667), V (0.333333333), Nb (0.166666667), Mo (0.166666667), Zr (0.166666667) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1007/s11837-012-0366-5
TiZrNbMoV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857143,0.428571429,0.142857143,0.142857143,0.142857143,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy TiZrNbMoV3 contains 5 elemental compositions: Ti (0.142857143), V (0.428571429), Nb (0.142857143), Mo (0.142857143), Zr (0.142857143) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1007/s11837-012-0366-5
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and without heat treatment,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,700,4320.0,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone annealing process at 700°C, for 4320.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,900,4320.0,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone annealing process at 900°C, for 4320.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,2880.0,800,60.0,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1200.0°C, for 2880.0 minutes,, undergone annealing process at 800°C, for 60.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
Co10Cr10Fe50Mn30,0.0,0.1,0.1,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,120.0,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy Co10Cr10Fe50Mn30 contains 4 elemental compositions: Co (0.1), Cr (0.1), Fe (0.5), Mn (0.3) and with heat treatment -  undergone homogenization process at 1200.0°C, for 120.0 minutes,,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.matchar.2018.06.036
Co10Cr10Fe50Mn30,0.0,0.1,0.1,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,120.0,900,3.0,,,FCC + BCC,FCC_PLUS_BCC,"The alloy Co10Cr10Fe50Mn30 contains 4 elemental compositions: Co (0.1), Cr (0.1), Fe (0.5), Mn (0.3) and with heat treatment -  undergone homogenization process at 1200.0°C, for 120.0 minutes,, undergone annealing process at 900°C, for 3.0 minutes,,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.matchar.2018.06.036
Co10Cr10Fe50Mn30,0.0,0.1,0.1,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,120.0,900,5.0,,,FCC + BCC,FCC_PLUS_BCC,"The alloy Co10Cr10Fe50Mn30 contains 4 elemental compositions: Co (0.1), Cr (0.1), Fe (0.5), Mn (0.3) and with heat treatment -  undergone homogenization process at 1200.0°C, for 120.0 minutes,, undergone annealing process at 900°C, for 5.0 minutes,,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.matchar.2018.06.036
Co10Cr10Fe50Mn30,0.0,0.1,0.1,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,120.0,900,30.0,,,FCC + BCC,FCC_PLUS_BCC,"The alloy Co10Cr10Fe50Mn30 contains 4 elemental compositions: Co (0.1), Cr (0.1), Fe (0.5), Mn (0.3) and with heat treatment -  undergone homogenization process at 1200.0°C, for 120.0 minutes,, undergone annealing process at 900°C, for 30.0 minutes,,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.matchar.2018.06.036
Co10Cr10Fe50Mn30,0.0,0.1,0.1,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,300.0,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy Co10Cr10Fe50Mn30 contains 4 elemental compositions: Co (0.1), Cr (0.1), Fe (0.5), Mn (0.3) and with heat treatment -  undergone homogenization process at 1200.0°C, for 300.0 minutes,,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.matchar.2018.06.036
Co10Cr10Fe50Mn30,0.0,0.1,0.1,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,300.0,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy Co10Cr10Fe50Mn30 contains 4 elemental compositions: Co (0.1), Cr (0.1), Fe (0.5), Mn (0.3) and with heat treatment -  undergone homogenization process at 1200.0°C, for 300.0 minutes,,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2880.0,800,60.0,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1100.0°C, for 2880.0 minutes,, undergone annealing process at 800°C, for 60.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2880.0,900,60.0,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1100.0°C, for 2880.0 minutes,, undergone annealing process at 900°C, for 60.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2880.0,1000,60.0,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1100.0°C, for 2880.0 minutes,, undergone annealing process at 1000°C, for 60.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2880.0,1100,60.0,,,FCC,FCC_SS,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1100.0°C, for 2880.0 minutes,, undergone annealing process at 1100°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2880.0,800,60.0,,,FCC,FCC_SS,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1100.0°C, for 2880.0 minutes,, undergone annealing process at 800°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2880.0,800,60.0,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1100.0°C, for 2880.0 minutes,, undergone annealing process at 800°C, for 60.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2880.0,800,60.0,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1100.0°C, for 2880.0 minutes,, undergone annealing process at 800°C, for 60.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2880.0,800,60.0,,,FCC,FCC_SS,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1100.0°C, for 2880.0 minutes,, undergone annealing process at 800°C, for 60.0 minutes,,showing a FCC microstructure and FCC_SS phases.",,10.1016/j.matchar.2018.06.036
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,2880.0,800,60.0,,,FCC + Im,Im,"The alloy Al0.3CoCrFeNi contains 5 elemental compositions: Al (0.069767442), Co (0.23255814), Cr (0.23255814), Fe (0.23255814), Ni (0.23255814) and with heat treatment -  undergone homogenization process at 1100.0°C, for 2880.0 minutes,, undergone annealing process at 800°C, for 60.0 minutes,,showing a FCC and Im microstructure and Im phases.",,10.1016/j.matchar.2018.06.036
HfMoNbTaTiZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,,,,,,,BCC,BCC_SS,"The alloy HfMoNbTaTiZr contains 6 elemental compositions: Ti (0.166666667), Nb (0.166666667), Mo (0.166666667), Zr (0.166666667), Hf (0.166666667), Ta (0.166666667) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.matlet.2016.03.133
AlCoFeNi,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy AlCoFeNi contains 4 elemental compositions: Al (0.25), Co (0.25), Fe (0.25), Ni (0.25) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.jmmm.2014.07.023
Nb0.5TaTiZr1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.375,0.0,0.25,,,,,,,BCC,BCC_SS,"The alloy Nb0.5TaTiZr1.5 contains 4 elemental compositions: Ti (0.25), Nb (0.125), Zr (0.375), Ta (0.25) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.3390/e21020114
NbTa0.8Ti1.2Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.25,0.0,0.25,0.0,0.2,,,,,,,BCC,BCC_SS,"The alloy NbTa0.8Ti1.2Zr contains 4 elemental compositions: Ti (0.3), Nb (0.25), Zr (0.25), Ta (0.2) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.msea.2018.11.054
NbTa0.6Ti1.4Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.25,0.0,0.25,0.0,0.15,,,,,,,BCC,BCC_SS,"The alloy NbTa0.6Ti1.4Zr contains 4 elemental compositions: Ti (0.35), Nb (0.25), Zr (0.25), Ta (0.15) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.msea.2018.11.054
NbTa0.4Ti1.6Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.25,0.0,0.25,0.0,0.1,,,,,,,BCC,BCC_SS,"The alloy NbTa0.4Ti1.6Zr contains 4 elemental compositions: Ti (0.4), Nb (0.25), Zr (0.25), Ta (0.1) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.msea.2018.11.054
NbTa0.2Ti1.8Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.25,0.0,0.25,0.0,0.05,,,,,,,BCC,BCC_SS,"The alloy NbTa0.2Ti1.8Zr contains 4 elemental compositions: Ti (0.45), Nb (0.25), Zr (0.25), Ta (0.05) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.msea.2018.11.054
AlNbTiVZr,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,,,1200,1440.0,,,BCC,BCC_SS,"The alloy AlNbTiVZr contains 5 elemental compositions: Al (0.2), Ti (0.2), V (0.2), Nb (0.2), Zr (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr0.1,0.243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.243902439,0.243902439,0.243902439,0.0,0.024390244,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr0.1 contains 5 elemental compositions: Al (0.243902439), Ti (0.243902439), V (0.243902439), Nb (0.243902439), Zr (0.024390244) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr0.25,0.235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.235294118,0.235294118,0.0,0.058823529,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr0.25 contains 5 elemental compositions: Al (0.235294118), Ti (0.235294118), V (0.235294118), Nb (0.235294118), Zr (0.058823529) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr0.5,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.222222222,0.0,0.111111111,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr0.5 contains 5 elemental compositions: Al (0.222222222), Ti (0.222222222), V (0.222222222), Nb (0.222222222), Zr (0.111111111) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr contains 5 elemental compositions: Al (0.2), Ti (0.2), V (0.2), Nb (0.2), Zr (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr1.5,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.181818182,0.181818182,0.0,0.272727273,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr1.5 contains 5 elemental compositions: Al (0.181818182), Ti (0.181818182), V (0.181818182), Nb (0.181818182), Zr (0.272727273) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,,,1200,1440.0,,,BCC,BCC_SS,"The alloy AlNbTiVZr contains 5 elemental compositions: Al (0.2), Ti (0.2), V (0.2), Nb (0.2), Zr (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr0.1,0.243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.243902439,0.243902439,0.243902439,0.0,0.024390244,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr0.1 contains 5 elemental compositions: Al (0.243902439), Ti (0.243902439), V (0.243902439), Nb (0.243902439), Zr (0.024390244) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr0.25,0.235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.235294118,0.235294118,0.0,0.058823529,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr0.25 contains 5 elemental compositions: Al (0.235294118), Ti (0.235294118), V (0.235294118), Nb (0.235294118), Zr (0.058823529) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr0.5,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.222222222,0.0,0.111111111,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr0.5 contains 5 elemental compositions: Al (0.222222222), Ti (0.222222222), V (0.222222222), Nb (0.222222222), Zr (0.111111111) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr contains 5 elemental compositions: Al (0.2), Ti (0.2), V (0.2), Nb (0.2), Zr (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlNbTiVZr1.5,0.181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.181818182,0.181818182,0.0,0.272727273,0.0,0.0,,,1200,1440.0,,,BCC + Im,Im,"The alloy AlNbTiVZr1.5 contains 5 elemental compositions: Al (0.181818182), Ti (0.181818182), V (0.181818182), Nb (0.181818182), Zr (0.272727273) and with heat treatment -  undergone annealing process at 1200°C, for 1440.0 minutes,,showing a BCC and Im microstructure and Im phases.",,10.1016/j.msea.2017.08.019
AlCoCrFeNi ,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1000,120.0,,,FCC + BCC + Im,Im,"The alloy AlCoCrFeNi  contains 5 elemental compositions: Al (0.2), Co (0.2), Cr (0.2), Fe (0.2), Ni (0.2) and with heat treatment -  undergone annealing process at 1000°C, for 120.0 minutes,,showing a FCC and BCC and Im microstructure and Im phases.",,10.1016/j.addma.2019.02.010
AlCoCrFeNi ,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1200,120.0,,,BCC,BCC_SS,"The alloy AlCoCrFeNi  contains 5 elemental compositions: Al (0.2), Co (0.2), Cr (0.2), Fe (0.2), Ni (0.2) and with heat treatment -  undergone annealing process at 1200°C, for 120.0 minutes,,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.addma.2019.02.010
AlCoCrFeNi ,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + BCC + Im,Im,"The alloy AlCoCrFeNi  contains 5 elemental compositions: Al (0.2), Co (0.2), Cr (0.2), Fe (0.2), Ni (0.2) and without heat treatment,showing a FCC and BCC and Im microstructure and Im phases.",,10.1016/j.matlet.2015.06.046
AlCoCrFeNi ,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + BCC + Im,Im,"The alloy AlCoCrFeNi  contains 5 elemental compositions: Al (0.2), Co (0.2), Cr (0.2), Fe (0.2), Ni (0.2) and without heat treatment,showing a FCC and BCC and Im microstructure and Im phases.",,10.1016/j.matlet.2015.06.046
Ni1.5Co1.5CrFeTi0.5,0.0,0.272727273,0.181818182,0.181818182,0.272727273,0.0,0.0,0.090909091,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,BCC,BCC_SS,"The alloy Ni1.5Co1.5CrFeTi0.5 contains 5 elemental compositions: Co (0.272727273), Cr (0.181818182), Fe (0.181818182), Ni (0.272727273), Ti (0.090909091) and without heat treatment,showing a BCC microstructure and BCC_SS phases.",,10.1016/j.matdes.2017.01.036
AlCoCrFe,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC,FCC_SS,"The alloy AlCoCrFe contains 4 elemental compositions: Al (0.25), Co (0.25), Cr (0.25), Fe (0.25) and without heat treatment,showing a FCC microstructure and FCC_SS phases.",,10.1007/s12540-018-00236-5
AlCoCrFeNi,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy AlCoCrFeNi contains 5 elemental compositions: Al (0.2), Co (0.2), Cr (0.2), Fe (0.2), Ni (0.2) and without heat treatment,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1007/s12540-018-00236-5
Al10Co30Cr20Fe35Ni5,0.1,0.3,0.2,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,FCC + BCC,FCC_PLUS_BCC,"The alloy Al10Co30Cr20Fe35Ni5 contains 5 elemental compositions: Al (0.1), Co (0.3), Cr (0.2), Fe (0.35), Ni (0.05) and without heat treatment,showing a FCC and BCC microstructure and FCC_PLUS_BCC phases.",,10.1007/s12540-018-00236-5
